6.507177	0.0010313898
4.1148324	0.0010637649
4.1148324	0.004274374
4.2105265	0.024129612
4.4019136	0.11315957
4.784689	0.30424362
4.9760766	0.6588582
5.1674643	1.1142429
5.7416267	2.4129612
6.4114833	4.91219
7.368421	7.3412805
8.708134	5.7330966
10.622009	3.1868067
12.822967	1.56542
15.215311	0.9546975
17.799044	0.5306794
19.904306	0.41442856
22.679426	0.31379375
25.358852	0.28600645
27.368422	0.30424362
28.89952	0.30424362
31.004786	0.45469284
32.822968	0.6388062
34.832535	0.70087016
36.74641	0.45469284
38.27751	0.28600645
39.617226	0.18554804
41.24402	0.10971562
43.923447	0.057330966
45.837322	0.036061764
47.84689	0.027304964
49.760765	0.021992868
51.961723	0.02268322
54.832535	0.02339524
57.511963	0.02004534
59.23445	0.017175103
62.00957	0.014267977
64.78469	0.013412718
68.13397	0.011852924
71.57895	0.008974704
74.25837	0.0076896404
77.12919	0.006588582
80.095695	0.0051452843
83.1579	0.004274374
86.88995	0.0030424362
88.89952	0.0025274616
100.70814	0.0010313898
75.21531	0.0010313898
73.11005	0.0011671162
69.85646	0.0015897992
66.41148	0.0019137235
63.82775	0.002303648
60.57416	0.0028600646
55.69378	0.0041442853
53.39713	0.0051452843
50.813396	0.006388062
47.36842	0.008974704
43.54067	0.012608724
40.57416	0.01884377
39.330143	0.02904606
37.70335	0.053894397
36.65072	0.085681275
35.311005	0.13621601
34.44976	0.15414146
32.63158	0.15897992
31.578947	0.12805088
30.239235	0.09400574
28.61244	0.088370785
26.507177	0.088370785
24.401915	0.10971562
21.052631	0.16911726
18.564592	0.2688625
15.502393	0.44085452
12.440191	0.9846652
10.14354	1.6145581
8.61244	2.339524
7.84689	1.9435271
6.6985645	0.6795396
6.6985645	0.28600645
6.507177	0.05913057
6.2200956	0.008179969
6.4114833	0.0010313898
