5.431041	0.0010654103
5.519385	0.004869351
5.512189	0.020915475
5.7932973	0.07694649
5.8819475	0.33052704
6.1627502	1.2937909
6.7335415	3.0838807
7.403088	4.0781226
8.841244	3.7185957
10.473389	2.12971
12.488612	1.298028
15.3673725	0.65710264
18.05337	0.4132524
22.561518	0.20937763
24.575518	0.16354527
26.780443	0.14918624
28.409067	0.17435507
30.325077	0.21021947
32.14478	0.27815947
33.102783	0.30543095
35.307404	0.29644206
36.650787	0.21755092
38.37924	0.11353242
40.491074	0.059260447
43.273987	0.029998017
46.630447	0.02071235
49.219677	0.015689105
51.80845	0.013042804
56.027374	0.009293289
58.711994	0.0077261613
62.259384	0.0062299375
65.32723	0.0053435774
68.68308	0.004176774
72.038315	0.0036959148
74.72263	0.0032692812
77.79079	0.00263551
80.475555	0.0021241782
82.96879	0.0016596108
85.175095	0.0011452094
